Propertyname_name,Propertyname_address,Propertyname_price,Propertyname_Name,Propertyname_location,Propertyname_description,Propertyname_imageurl,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Lot type,Property type,price_per_sqft
Jalan Harmoni 9,"Jalan Harmoni 9, Klang, Selangor",1400.0,"NEWLY PAINTED 2 STOREY HOUSE FOR RENT @ BATU BELAH, KLANG, SELANGOR","Jalan Harmoni 9, Klang, Selangor","FOR RENT - NEWLY PAINTED 2 STOREY TERRACE HOUSE @ JALAN HARMONI 9, BATU BELAH, KLANG, SELANGOR
* 2 STOREY TERRACE HOUSE
* 20' X 75'
* 4R3B
* BASIC
* NEWLY PAINTED
** RENTAL : RM1,400.00 **
FOR MORE INFORMATION, PLEASE DO NOT HESITATE TO CALL OR WHATSAPP :-
CHRISTINE ANG
019 228 8099
REN 17873",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUwMDlfMTc0ODQ0Njg0OV81RWRnUHJvNV9pbWcyMDI1MDUyODExNDAxOF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJDSFJJU1RJTkUgQU5HIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,3.0,4.0,1555.224852071006,RM -,2.0,non bumi lot,terrace house,0.9001913762731468
Jalan Setia Permai U13/43,"Jalan Setia Permai U13/43, Setia Alam/Alam Nusantara, Selangor",1850.0,Setia alam Setia permai Furnished good condition for rent,"Jalan Setia Permai U13/43, Setia Alam/Alam Nusantara, Selangor","Setia alam setia permai for rent , with aircond and kitchen cabinet top
5 rooms 3 bathroom
2 Storey terrace house
Furnished with aircond and kitchen cabinet top
Rental 1850 including maintanance fee
Contact Mavis 0163929060",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUxNDVfMTc0MTU5Njc1Nl81RWRnUHJvNV8yXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IiAgIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,3.0,5.0,1800.0,RM 1/sqft,2.0,non bumi lot,terrace house,1.0277777777777777
Kayangan Apartment,", Genting Highlands, 69000, Pahang, Genting Highlands, Pahang",11000.0,Kayangan Apartment,"Kayangan Apartment, Genting Highlands, Pahang","Short Walk to Resort Hotel Genting, Sky Avenue First Worlds Hotel Casino.
Kayangan Apartment @ Genting Highlands
For Rent RM11,000.00
Short walk to Resort Hotel Genting Highla...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDYyMTNfMTc0ODgzOTY3M181RWRnUHJvNV9reTI0MjVybTExa3Bob3RvXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,3.0,4.0,2425.0,RM 4/sqft,1.0,non bumi lot,condominium,4.536082474226804
Ken Damansara 2,"Jalan SS 2/72, Damansara Intan, 47400 , Selangor, Petaling Jaya, Selangor",2700.0,Ken Damansara 2,"Ken Damansara 2, Petaling Jaya, Selangor","Ken 2, Freehold, Completed in 2006, 2 blocks each 19 floors, total 271 units, Strata title ready
-Ken 2, 200m to 3 Damansara (former Tropicana City Mall)
-Block B, mid floor below 16th floor
-1541sf
-3+1R2B2CP
-Fully furnished
-2 linear car parks
-Tenanted
-Available 15 July 25
-Rental 2700",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85MDY5Nl8xNzQ3ODE1MzQ4XzVFZGdQcm81XzExd2hhdHNhcHBpbWFnZTIwMjUwNTIxYXQxMC41OC4yNl9lMzRkMGY2M18wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJBTVkgV09ORyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,4.0,1541.0,RM 1/sqft,2.0,,condominium,1.7521090201168072
Kuchai Sentral,"Jalan Kuchai Maju 9, 58200, Kuala Lumpur, Kuchai Lama, Kuala Lumpur",3300.0,Kuchai Sentral,"Kuchai Sentral, Kuchai Lama, Kuala Lumpur","Kuchai Sentral for Rent
Unit Size:1051
No of Rooms:3
No of Bathrooms:2
No of Car Parks: 2
Asking Selling Price: 3300
Tenanted or Vacant: vacant
Availability date: 15/6/2025
**Contact for more information / viewing**",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDM3ODhfMTc0OTA3NzQ3NV81RWRnUHJvNV9hNTk1ZWIzZmQzYmQ0NGNlODM3OGVmN2VhMWJiZmJlZV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJBTFZJTiBMRUUiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1051.0,RM 3/sqft,2.0,,condominium,3.1398667935299716
LakeFront Residence Cyberjaya,"Lot 108634, Persiaran Sepang, Cyber 11, 63000, Selangor, Cyberjaya, Selangor",2900.0,LakeFront Residence Cyberjaya,"Lakefront Residence Cyberjaya, Cyberjaya, Selangor","Lakefront Residence Dual Keys for rent in Lakefront Homes Serin Cyberjaya
Contact Person-Eleanor Yap (0164228137)
*Rental Price: RM 2900
*Freehold
*4 Bedrooms 3 bathrooms
*Build up: 1292...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU4MzlfMTc0ODk0ODI4NV81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA1MDhhdDE2LjE4LjU5XzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJFTEVBTk9SIFlBUCIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,3.0,4.0,1292.0,RM 2/sqft,2.0,non bumi lot,condominium,2.2445820433436534
LakeFront Residence Cyberjaya,"Lot 108634, Persiaran Sepang, Cyber 11, 63000, Selangor, Cyberjaya, Selangor",2650.0,LakeFront Residence Cyberjaya,"Lakefront Residence Cyberjaya, Cyberjaya, Selangor","Lakefront Residence Residence for rent NOW! Contact Person-Eleanor Yap (016-42281374)
*Rental Price: RM 2650
*Freehold
* 3 Bedrooms 2 bathrooms
*Build up: 950 sqft
* 2 car ...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU4MzlfMTc0ODkzMDI2NF81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA0MDZhdDE0LjU0LjIyXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJFTEVBTk9SIFlBUCIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,950.0,RM 2/sqft,2.0,non bumi lot,condominium,2.789473684210526
Laman Bayu,"Jalan Kenyalang, Kota Damansara, Kota Damansara, Selangor",4200.0,Laman Bayu Kota Damansara link house for rent,"Laman Bayu, Kota Damansara, Selangor","Laman Bayu Kota Damansara Selangor for rent.
* 3 sty intermediate terrace house
* Land area : 22x85
* Builtup : 3500...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC81NzMyXzE3NDY1ODQzNzFfNUVkZ1BybzVfMTc0NjU4NDM2ODcyOF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJTSUVXIExFRSBUQU4iLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,6.0,6.0,4200.0,RM 1/sqft,2.0,non bumi lot,terrace house,1.0
Laurel Residence,"Bangsar South, Kuala Lumpur",2700.0,Laurel Residence,"Laurel Residence, Bangsar South, Kuala Lumpur","Bangsar South Laurel Residence 2 Bedrooms Fully Furnished Unit for RENT RM2700
. 590sqft
. 2 bedrooms 1 bathroom 1 car parking lot
. fully furnished
. next to Nexus Bangsar South
. 1km to Universiti LRT Station & 1.2km to Kerinchi LRT St...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDk0NV8xNzQ3ODEwNDYxXzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI1MDUyMWF0MTIuNTcuMzBfMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6Ill1IENod2VybiBXZWUiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,1.0,2.0,590.0,RM 4/sqft,1.0,non bumi lot,condominium,4.576271186440678
MKH Boulevard,"Jalan Bukit Off Jalan Changkat, 43000, Selangor, Kajang, Selangor",1600.0,MKH Boulevard,"Mkh Boulevard, Kajang, Selangor","MKH BOULEVARD Service Residence @ KAJANG Town
For Rent: Rm1600
- 900sf
- 2rooms 2baths
- Mid Floor
- Nice City...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xNzM2OV8xNjkwMzEzNTg3XzVFZGdQcm81X21raGJvdWxldmFyZDExXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlZJVklBTiBMSU9ORyAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,2.0,900.0,RM 1/sqft,2.0,non bumi lot,condominium,1.7777777777777777
Menara Pelangi,"Lorong Ang Seng 2, 50470, Kuala Lumpur, Brickfields, Kuala Lumpur",2200.0,Menara Pelangi,"Menara Pelangi, Brickfields, Kuala Lumpur","1-Unit Apartment di Menara Pelangi, Brickfields, KL untuk DISEWAKAN!!
Kemasukan April 2025
Details:
Floor area: 1000 sf (approx.)
2+1R...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDI1NzhfMTc0NDM1MDU0MF81RWRnUHJvNV8xXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJBTklUQSBPTUFSIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,2.0,3.0,1000.0,RM 2/sqft,1.0,,condominium,2.2
Molek Regency,"59, Jln Molek 3/20, Taman Molek, 81100, Johor, Johor Bahru, Johor",2800.0,Molek Regency,"Molek Regency, Johor Bahru, Johor","FOR RENT
Molek Regency @ Taman Molek
-2 Carpark lot
-Block B
-Mid Floor
-4 Bedrooms 3 Bath...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDQ0NDFfMTc0ODcxMDY0NF81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA1MzBhdDE0LjAxLjQyXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJHUkFDRSBLVUlLIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,3.0,4.0,1495.0,RM 1/sqft,2.0,,condominium,1.8729096989966556
Mutiara Homes,"PJU 7, Mutiara Damansara, Mutiara Damansara, Selangor",13000.0,"Two Storey Bungalow at Mutiara Homes, Mutiara Damansara","Mutiara Homes, Mutiara Damansara, Selangor","Two Storey Bungalow at Mutiara Homes, Mutiara Damansara
Super Nice!
Corner Unit with Big Extra Land
Land Size 9000sf
Build-Up 60...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NzIzMF8xNzQ4NjA0MTMxXzVFZGdQcm81X2ltZ18xMDQ0XzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkZFTElYIFdPTkciLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,5.0,6.0,6000.0,RM 2/sqft,2.0,,bungalow / detached house,2.1666666666666665
Nadi Bangsar Service Residence,"Off Jalan Maarof, Bangsar, 59100, Kuala Lumpur, Bangsar, Kuala Lumpur",3000.0,Nadi Bangsar Service Residence,"Nadi Bangsar Service Residence, Bangsar, Kuala Lumpur","Nadi Bangsar Studio for rental
Asking Price : RM 3,000.00(Nego)
Details:-
Room : 1+1
Bath : 1
Carpark : 1
For Viewing please contact Below
Mob : 019-938 6586
wa.me/60199386586
KC LAI | REN 54559
CiD Realtors E(1)1855",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDUyNzVfMTc0ODQ5MTQ3OV81RWRnUHJvNV9pbWcyMDI0MDUyNndhMDAxMl8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJMQUkgS09LIENIRU9ORyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,2.0,689.0,RM 4/sqft,1.0,non bumi lot,condominium,4.354136429608127
Neu Suites,"Jalan Nipah, 55000, Kuala Lumpur, Ampang, Kuala Lumpur",2000.0,Neu Suites,"Neu Suites, Ampang, Kuala Lumpur","[For Rent | Neu Suites Ampang Condo]
Free wifi
Ready To Move In @ Price negotiable
Rental RM 2,000
Unit Featur...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDU4NjBfMTc0OTEwMDg1Ml81RWRnUHJvNV9pbWcyMDI1MDUwN3dhMDAwNV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJXT05HIENIT1VSIFlVRUgiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,3.0,3.0,430.0,RM 4/sqft,2.0,,condominium,4.651162790697675
Nexus @ Kajang Station,"Jalan Bukit, 43000, Selangor, Kajang, Selangor",1800.0,Nexus @ Kajang Station,"Nexus @ Kajang Station, Kajang, Selangor","Unit Details:
- 850sqft
- 3 Room, 2 Bath
- 2 Parking
- Fully Furnished
- Move-in Condi...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDM3NjlfMTc0Njk4ODk3NF81RWRnUHJvNV8wMDFfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiICAiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,850.0,RM 2/sqft,2.0,non bumi lot,condominium,2.1176470588235294
Nikka Residence,"Jalan Sri Permaisuri 10, 56000, Kuala Lumpur, Cheras, Kuala Lumpur",2900.0,Nikka Residence,"Nikka Residence, Cheras, Kuala Lumpur","Nikka Residence @ Bandar Sri Permaisuri
Full Furnished
Unit Details:-
- Build up: Size 950 sqft
- 3 Bedrooms 2Bathrooms
- 1 Car Park
- 1 b...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC85NTUyNV8xNzQ4NDA0NjU0XzVFZGdQcm81X3doYXRzYXBwaW1hZ2UyMDI1MDUyMGF0MTAuMzguNDdfZDM5ZDFmODlfMC5qcGciLCJ2ZXJzaW9uIjoiMSIsImVkaXRzIjp7InJlc2l6ZSI6eyJmaXQiOiJvdXRzaWRlIiwiaGVpZ2h0Ijo3MjB9LCJURVBXYXRlcm1hcmsiOnsib3B0aW9ucyI6eyJuYW1lIjoiV0lMU09OIFRFWSIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,2.0,3.0,900.0,RM 3/sqft,1.0,,condominium,3.2222222222222223
No parking RM850 rumah 1 Tingkat di batu 9 Cheras,"jalan masjid, Cheras, Selangor",850.0,No parking RM850 rumah 1 Tingkat di batu 9 Cheras,"Cheras, Selangor","No parking RM850 rumah 1 Tingkat di batu 9 Cheras
Parking kereta depan Masjid ubudiah batu 9
Rumah belakang masjid
RUMAH BESAR
=========================...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDAzNTRfMTc0ODU2OTU3M181RWRnUHJvNV8xXzAuanBnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IlJJWldBTiBNVVNBIiwiZ3Jhdml0eSI6InNvdXRoZWFzdCJ9fX19,1.0,4.0,1200.0,RM 0/sqft,2.0,malay reserved,house (others),0.7083333333333334
Novum @ Bangsar South,"Jalan Kerinchi Kiri 3, Kampung Kerinchi, 59200, Kuala Lumpur, Pantai Dalam/Kerinchi, Kuala Lumpur",2900.0,Novum @ Bangsar South,"Novum @ Bangsar South, Pantai Dalam/Kerinchi, Kuala Lumpur","Novum unit beautiful unit ready for rent :
-647sf
-Fully furnished
-1 bedroom
-1 bathroom
-1 car park
-RM2900/Per...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDAyNjRfMTc0OTExNDg2MV81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA2MDVhdDQuMDguMzFwbTFfMC5qcGVnIiwidmVyc2lvbiI6IjEiLCJlZGl0cyI6eyJyZXNpemUiOnsiZml0Ijoib3V0c2lkZSIsImhlaWdodCI6NzIwfSwiVEVQV2F0ZXJtYXJrIjp7Im9wdGlvbnMiOnsibmFtZSI6IkpBQ0sgWU9ORyIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,1.0,647.0,RM 4/sqft,2.0,,condominium,4.482225656877898
OPUS Kuala Lumpur,"Jalan Maharajalela, 50460, Kuala Lumpur, Pudu, Kuala Lumpur",4200.0,OPUS Kuala Lumpur,"Opus Kuala Lumpur, Pudu, Kuala Lumpur","Actual unit as same as picture FOR RENT!
Anytime viewing
Move in July 2025
##Property Details
- 1055...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY0NzBfMTc0ODE4ODk4NV81RWRnUHJvNV93aGF0c2FwcGltYWdlMjAyNTA1MjRhdDE4LjU2LjUxXzAuanBlZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiJPTkcgTUlORyBaRSAoUkFZTU9ORCkiLCJncmF2aXR5Ijoic291dGhlYXN0In19fX0=,2.0,3.0,1055.0,RM 3/sqft,1.0,,condominium,3.981042654028436
One Equine,"Jln Equine 10, Taman Equine, 43300, Selangor, Seri Kembangan, Selangor",1600.0,One Equine,"One Equine, Seri Kembangan, Selangor","One Equine
@ link to Aeon Mall Equine Park
(Many Units on Hand, pm for more details)
1 Bedrooms
1 Bathroom
452...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODQxNzkxOV81RWRnUHJvNV80NzU1NjllNWNlYWY0OTVhOWNhMTc5OTBiYmEwN2ZkZF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,450.0,RM 3/sqft,1.0,non bumi lot,condominium,3.5555555555555554
One Equine,"Jln Equine 10, Taman Equine, 43300, Selangor, Seri Kembangan, Selangor",1700.0,One Equine,"One Equine, Seri Kembangan, Selangor","One Equine
@ link to Aeon Mall Equine Park
(Many Units on Hand, pm for more details)
1 Bedrooms
1 Bathroom
452...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODQxODEyM181RWRnUHJvNV8wZGIzY2M1OTYzMDI0MjAzYTg2N2RiOGI1ODY4YTcwZF8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,450.0,RM 3/sqft,1.0,non bumi lot,condominium,3.7777777777777777
One Equine,"Jln Equine 10, Taman Equine, 43300, Selangor, Seri Kembangan, Selangor",1700.0,One Equine,"One Equine, Seri Kembangan, Selangor","One Equine
@ link to Aeon Mall Equine Park
(Many Units on Hand, pm for more details)
1 Bedrooms
1 Bathroom
452...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODQxODMzOF81RWRnUHJvNV80NGI5OGZjZDQ4ZTg0YzVlYjY2YTU0OGNmMDFkZTFkZV8wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,450.0,RM 3/sqft,1.0,non bumi lot,condominium,3.7777777777777777
One Equine,"Jln Equine 10, Taman Equine, 43300, Selangor, Seri Kembangan, Selangor",1600.0,One Equine,"One Equine, Seri Kembangan, Selangor","One Equine
@ link to Aeon Mall Equine Park
(Many Units on Hand, pm for more details)
1 Bedrooms
1 Bathroom
452...",https://d5dkjitd3iude.cloudfront.net/eyJidWNrZXQiOiJ3d3cudGhlZWRnZXByb3BlcnR5LmNvbS5teSIsImtleSI6InMzZnMtcHVibGljXC8xMDY2NzhfMTc0ODQyMDA5M181RWRnUHJvNV81YWY0NjQwNzFkNmE0ODNkOWZlZjBmZWQ2ZDMyNzRjN18wLmpwZyIsInZlcnNpb24iOiIxIiwiZWRpdHMiOnsicmVzaXplIjp7ImZpdCI6Im91dHNpZGUiLCJoZWlnaHQiOjcyMH0sIlRFUFdhdGVybWFyayI6eyJvcHRpb25zIjp7Im5hbWUiOiIgICIsImdyYXZpdHkiOiJzb3V0aGVhc3QifX19fQ==,1.0,3.0,450.0,RM 3/sqft,1.0,non bumi lot,condominium,3.5555555555555554
