Propertyname_name,Propertyname_address,Propertyname_address_url,Propertyname_price,Propertyname_price_url,Propertyname_Name,Propertyname_location,Propertyname_description,Bathroom(s),Bedroom(s),Built-up area,Built-up price,Car Parks,Land area,Land area price,Lot type,Property type,Bedroom(s)_clean,Price_clean,Bathroom(s)_clean,Builtup_area_clean,CarParks_clean,state,city,state_score,city_multiplier,location_score,Price_capped,Builtup_area_capped,CarParks_capped,location_score_capped,price_per_sqft
Banglo 2 Tingkat Berdekatan Bandar Pasir Puteh,"Pasir Puteh, Kelantan",https://www.edgeprop.my/listing/sale/3422836/kelantan/pasir_puteh/landed/bungalow-detachedhouse-villa/banglo-2-tingkat-berdekatan-bandar-pasir-puteh,"600,000",https://www.edgeprop.my/listing/sale/3422836/kelantan/pasir_puteh/landed/bungalow-detachedhouse-villa/banglo-2-tingkat-berdekatan-bandar-pasir-puteh,Banglo 2 Tingkat Berdekatan Bandar Pasir Puteh,"Pasir Puteh, Kelantan","Banglo 2 Tingkat @ Sri Aman,
Berdekatan Pasir Puteh Bypass & Bandar Pasir Puteh
Harga RM600K nego
Details Property:
Lot A : 5145 sf (Hada...",5 B,5 BR,"2,600 sqft",RM 230/sqft,2 Car Parks,,,Malay Reserved,Bungalow / Detached House,5.0,600000.0,5.0,2600.0,2.0,Kelantan,Pasir Puteh,0.8,0.8,0.6400000000000001,600000.0,2600.0,2.0,0.7,230.76923076923077
Bangsar Baru,"Bangsar, Bangsar, Kuala Lumpur",https://www.edgeprop.my/listing/sale/3441146/kuala_lumpur/bangsar/landed/terracehouse/limited-unit-lorong-maarof-bukit-bangsar-renovated-double-storey-for-sale,"2,150,000",https://www.edgeprop.my/listing/sale/3441146/kuala_lumpur/bangsar/landed/terracehouse/limited-unit-lorong-maarof-bukit-bangsar-renovated-double-storey-for-sale,Limited Unit! Lorong Maarof Bukit Bangsar Renovated Double Storey for SALE!,"Bangsar Baru, Bangsar, Kuala Lumpur","Lorong Maarof, Bukit Bangsar Baru Double Storey Renovated
for Sale
Freehold
5 Bedrooms
4 Bathrooms
25...",4 B,5 BR,"2,800 sqft",RM 767/sqft,,,,Non Bumi Lot,Terrace House,5.0,2150000.0,4.0,2800.0,2.0,Kuala Lumpur,Bangsar,1.0,1.0,1.0,2150000.0,2800.0,2.0,1.0,767.8571428571429
Batu Kawa,"Kuching, Sarawak",https://www.edgeprop.my/listing/sale/3389150/sarawak/kuching/landed/terracehouse/taman-sedia-double-storey-terrace-at-jalan-tondong-batu-kawa,"530,000",https://www.edgeprop.my/listing/sale/3389150/sarawak/kuching/landed/terracehouse/taman-sedia-double-storey-terrace-at-jalan-tondong-batu-kawa,Taman Sedia Double Storey Terrace at Jalan Tondong Batu Kawa,"Batu Kawa, Kuching, Sarawak","🏡🏡 TAMAN SEDIA @ BATU KAWA 💥💥💥
LARGE Double Storey Terrace, located at Jalan Tondong Batu Kawa, Kuching‼️
Large double storey terrace houses, with land size from 4.6 - 15.72 point.
🛏️ 4 bedr...",3 B,4 BR,"1,507 sqft",RM 351/sqft,2 Car Parks,,,,Terrace House,4.0,530000.0,3.0,1507.0,2.0,Sarawak,Kuching,0.9,0.9,0.81,530000.0,1507.0,2.0,0.81,351.692103516921
"Cahaya SPK, Seksyen U9","Jalan Hijau Pelangi, Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/2886361/selangor/shah_alam/landed/terracehouse/end-lot-2-storey-superlink-house-cahaya-spk-seksyen-u9-shah-alam,"850,000",https://www.edgeprop.my/listing/sale/2886361/selangor/shah_alam/landed/terracehouse/end-lot-2-storey-superlink-house-cahaya-spk-seksyen-u9-shah-alam,"END LOT 2 Storey Superlink House Cahaya SPK, Seksyen U9, Shah Alam","Cahaya SPK, Seksyen U9, Shah Alam, Selangor","2 Storey Superlink House END LOT Cahaya SPK, Seksyen U9, Shah Alam for sale
.
ASKING PRICE: RM 850,000 NEGO
.
DETAILS;
------------
-Leasehold/No...",5 B,5 + 1 BR,"2,664 sqft",RM 319/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,6.0,850000.0,5.0,2664.0,2.0,Selangor,Shah Alam,0.95,0.95,0.9025,850000.0,2664.0,2.0,0.9025,319.0690690690691
Damai Residences,"Jalan Kemuning Damai, Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/3382161/selangor/shah_alam/landed/terracehouse/renovated-extended-damai-residences-endlot-kemuning-utama-kota-kemuning-for-sale,"998,000",https://www.edgeprop.my/listing/sale/3382161/selangor/shah_alam/landed/terracehouse/renovated-extended-damai-residences-endlot-kemuning-utama-kota-kemuning-for-sale,Renovated Extended Damai Residences Endlot Kemuning Utama Kota Kemuning for sale,"Damai Residences, Shah Alam, Selangor","Damai Residences ,Kemuning Utama
📌 Beautifully Renovated & Ready to move in, 2 Storey Terrace Endlot For SALE
🌟 Limited unit! Extra length 8 ft!
*Freehold
*22x78 ft + side land 5 ...",4 B,4 + 1 BR,"2,270 sqft",RM 439/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,5.0,998000.0,4.0,2270.0,2.0,Selangor,Shah Alam,0.95,0.95,0.9025,998000.0,2270.0,2.0,0.9025,439.647577092511
Duta Kensington,"Duta Kensington, Persiaran Dutamas, Kensington Park, 50480 Kuala Lumpur, Federal Territory of Kuala, Dutamas, Kuala Lumpur",https://www.edgeprop.my/listing/sale/3368115/kuala_lumpur/dutamas/landed/terracehouse/dutamas-duta-kensington-22x70-terrace-2.5sty-north-kiara-publika,"1,850,000",https://www.edgeprop.my/listing/sale/3368115/kuala_lumpur/dutamas/landed/terracehouse/dutamas-duta-kensington-22x70-terrace-2.5sty-north-kiara-publika,Dutamas Duta Kensington 22x70 Terrace 2.5sty North Kiara Publika,"Duta Kensington, Dutamas, Kuala Lumpur","2.5 sty Terrace Link @ Duta Kensington Dutamas Mont Kiara
-Build Up: 2767sqft
-Land Size: 22x70
-5+1 Rooms 4 Baths
-Well Maintained
=============
Asking: 1.85m
=============
Gerald Ng
(REN 46321)
Do Call: 017_3053_955
_017_3053_955
The Roof Realty Sdn Bhd",4 B,5 + 1 BR,"2,700 sqft",RM 685/sqft,2 Car Parks,,,Non Bumi Lot,Terrace House,6.0,1850000.0,4.0,2700.0,2.0,Kuala Lumpur,Dutamas,1.0,0.8,0.8,1850000.0,2700.0,2.0,0.8,685.1851851851852
Elemen Residences @ Tropicana Aman,"No 2, Persiaran Aman Perdana 3, Bandar Tropicana Aman, Telok Panglima Garang, Selangor",https://www.edgeprop.my/listing/sale/2518014/selangor/telok_panglima_garang/landed/terracehouse/elemen-residence-for-sale,"1,100,000",https://www.edgeprop.my/listing/sale/2518014/selangor/telok_panglima_garang/landed/terracehouse/elemen-residence-for-sale,Elemen Residence For Sale,"Elemen Residences @ Tropicana Aman, Telok Panglima Garang, Selangor","Elemen Residence @ Tropicana Aman For Sale
Size: 26x80
Land area: 2080 sqft
Built up: 3013 sqft
5Bedroom
5bat...",5 B,5 + 1 BR,"3,020 sqft",RM 364/sqft,4 Car Parks,,,Non Bumi Lot,Terrace House,6.0,1100000.0,5.0,3020.0,4.0,Selangor,Telok Panglima Garang,0.95,0.8,0.76,1100000.0,3020.0,4.0,0.76,364.2384105960265
Elmina East @ Denai Alam,"Jalan Frekuansi, Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/3437612/selangor/shah_alam/landed/terracehouse/freehold-elmina-clusia-superlink-30x100-direct-guthrie-dash-access-near-chong-hwa-high-school-2027,"1,500,000",https://www.edgeprop.my/listing/sale/3437612/selangor/shah_alam/landed/terracehouse/freehold-elmina-clusia-superlink-30x100-direct-guthrie-dash-access-near-chong-hwa-high-school-2027,[Freehold] Elmina Clusia Superlink | 30x100 | Direct Guthrie-DASH Access | Near Chong Hwa High School (2027),"Elmina East @ Denai Alam, Shah Alam, Selangor","📍 Strategic Location:
Elmina City, Shah Alam – 2-min to Guthrie Corridor, 5-min to DASH Highway
Future-proof: Short distance to Chong Hwa Independent High School (KL Branch, 2027)
Highway Network: Seamless access to Guthrie Corridor, DASH, NKVE, K...",5 B,4 + 1 BR,"3,500 sqft",RM 428/sqft,4 Car Parks,,,,Terrace House,5.0,1500000.0,5.0,3500.0,4.0,Selangor,Shah Alam,0.95,0.95,0.9025,1500000.0,3500.0,4.0,0.9025,428.57142857142856
"Fairfield Residences, Tropicana Heights","Jalan Kajang 2, Taman Sri Kajang, 43000 Kajang, Selangor, Kajang, Selangor",https://www.edgeprop.my/listing/sale/3201034/selangor/kajang/landed/terracehouse/22x100-backyard-garden-2-storey-tropicana-heights,"780,000",https://www.edgeprop.my/listing/sale/3201034/selangor/kajang/landed/terracehouse/22x100-backyard-garden-2-storey-tropicana-heights,(22x100 BACKYARD GARDEN) 2 STOREY @ TROPICANA HEIGHTS,"Fairfield Residences, Tropicana Heights, Kajang, Selangor","2 STOREY @ (FAIRFIELD RESIDENCES) TROPICANA HEIGHTS, KAJANG
* FULL LOAN *
* GARDEN HOMES CONCEPT *
* 22x100 BACKYARD PRIVATE GARDEN *
FREE...",3 B,4 BR,"2,170 sqft",RM 359/sqft,3 Car Parks,,,Non Bumi Lot,Terrace House,4.0,780000.0,3.0,2170.0,3.0,Selangor,Kajang,0.95,0.8,0.76,780000.0,2170.0,3.0,0.76,359.44700460829495
Gamuda Cove,"Cyberjaya, Selangor",https://www.edgeprop.my/listing/sale/2363718/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-32x70---gamuda-cove,"1,100,000",https://www.edgeprop.my/listing/sale/2363718/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-32x70---gamuda-cove,NEW LAUNCH 32x70 @ GAMUDA COVE,"Gamuda Cove, Cyberjaya, Selangor","[NEW LAUNCHING of NEW TOWNSHIP @ SOUTHERN PART OF KL]
Now you can enjoy living in a link house 🏡 at the new township with exclusive environment which filled with beautiful greenery 🌳 and exquisite landscape. Everyday is a holiday!
An Opportunity Not To Be Missed!
1) 2-Storey Link Ho...",4 B,5 BR,"2,600 sqft",RM 423/sqft,4 Car Parks,,,,Link Bungalow / Semi-Detached,5.0,1100000.0,4.0,2600.0,4.0,Selangor,Cyberjaya,0.95,0.8,0.76,1100000.0,2600.0,4.0,0.76,423.0769230769231
Gamuda Cove,"Cyberjaya, Selangor",https://www.edgeprop.my/listing/sale/2756283/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-semi-d---gamuda-cove,"1,100,000",https://www.edgeprop.my/listing/sale/2756283/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-semi-d---gamuda-cove,NEW LAUNCH SEMI-D @ GAMUDA COVE,"Gamuda Cove, Cyberjaya, Selangor","[NEW LAUNCHING of NEW TOWNSHIP @ GAMUDA COVE]
Starting price from 700k
Now you can enjoy living in a link house 🏡 at the new township with exclusive environment which filled with beautiful greenery 🌳 and exquisite landscape. Everyday is a holiday!
An Opportunity Not To Be Miss...",4 B,4 BR,"2,400 sqft",RM 458/sqft,6 Car Parks,,,Non Bumi Lot,Link Bungalow / Semi-Detached,4.0,1100000.0,4.0,2400.0,6.0,Selangor,Cyberjaya,0.95,0.8,0.76,1100000.0,2400.0,6.0,0.76,458.3333333333333
Gamuda Cove,"Cyberjaya, Selangor",https://www.edgeprop.my/listing/sale/3063009/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-semi-d---gamuda-cove,"1,500,000",https://www.edgeprop.my/listing/sale/3063009/selangor/cyberjaya/landed/linkbungalow-semidetachedhouse/new-launch-semi-d---gamuda-cove,New Launch Semi-D @ Gamuda Cove,"Gamuda Cove, Cyberjaya, Selangor","[NEW LAUNCHING of NEW TOWNSHIP @ Gamuda Cove]
Starting price from 790k+
Now you can enjoy living in a link house 🏡 at the new township with exclusive environment which filled with beautiful greenery 🌳 and exquisite landscape. Everyday is a holiday!
An Opportunity Not To Be Miss...",4 B,4 BR,"2,800 sqft",RM 535/sqft,6 Car Parks,,,Non Bumi Lot,Link Bungalow / Semi-Detached,4.0,1500000.0,4.0,2800.0,6.0,Selangor,Cyberjaya,0.95,0.8,0.76,1500000.0,2800.0,6.0,0.76,535.7142857142857
Iconia Garden Residence @ Taman Impian Emas,"Iconia Garden Residence, Jln Impian Ikonik, Taman Impian Emas, Johor Bahru, Johor, Johor Bahru, Johor",https://www.edgeprop.my/listing/sale/3442548/johor/johor_bahru/landed/terracehouse/iconia-impian-emas-single-storey-terrace,"698,000",https://www.edgeprop.my/listing/sale/3442548/johor/johor_bahru/landed/terracehouse/iconia-impian-emas-single-storey-terrace,"Iconia Impian Emas, Single Storey Terrace","Iconia Garden Residence @ Taman Impian Emas, Johor Bahru, Johor","🔥金山园 Iconia Garden 大款单层排屋出售🔥
位于 *Impian Emas @ Iconia Garden Residence* 大款单层排屋单位🔥❤️ 非常强手而且很少人要卖的单位‼️
📍Jalan Impian Ikonik 2/ , Taman Impian Emas
👉🏻Single Storey terrace 24x80
👉🏻4Bed 2...",2 B,3 BR,"1,920 sqft",RM 363/sqft,,,,,Terrace House,3.0,698000.0,2.0,1920.0,2.0,Johor,Johor Bahru,0.9,0.9,0.81,698000.0,1920.0,2.0,0.81,363.5416666666667
Jalan Badik 10,"Jalan Badik 10, Ulu Tiram, Johor",https://www.edgeprop.my/listing/sale/3435247/johor/ulu_tiram/landed/terracehouse/puteri-wangsa-double-storey-terrace-house-for-sale,"518,000",https://www.edgeprop.my/listing/sale/3435247/johor/ulu_tiram/landed/terracehouse/puteri-wangsa-double-storey-terrace-house-for-sale,Puteri Wangsa Double Storey Terrace House For Sale,"Jalan Badik 10, Ulu Tiram, Johor","Double Storey Terrace House Puteri Wangsa
For Sale
- Puteri Wangsa
- Jalan Badik 10
- Double St...",3 B,4 BR,- sqft,RM -,,,,,Terrace House,4.0,518000.0,3.0,2207.0,2.0,Johor,Ulu Tiram,0.9,0.8,0.7200000000000001,518000.0,2207.0,2.0,0.7200000000000001,234.70774807430902
Jalan Bungor 7,"Jalan Bungor 7, Bandar Botanic/ Bandar Bukit Tinggi, Selangor",https://www.edgeprop.my/listing/sale/3420378/selangor/klang/landed/terracehouse/bandar-botanic-klang,"988,888",https://www.edgeprop.my/listing/sale/3420378/selangor/klang/landed/terracehouse/bandar-botanic-klang,Bandar Botanic Klang,"Jalan Bungor 7, Bandar Botanic/ Bandar Bukit Tinggi, Selangor","BANDAR BOTANIC KLANG
TAMAN BUNGOR
FULLY RENOVATED DOUBLE STY
FOR SALE
4r 3b
22x7...",3 B,4 BR,"1,650 sqft",RM 599/sqft,,,,Non Bumi Lot,Terrace House,4.0,988888.0,3.0,1650.0,2.0,Selangor,Bandar Botanic/ Bandar Bukit Tinggi,0.95,0.8,0.76,988888.0,1650.0,2.0,0.76,599.3260606060607
Jalan Hang Jebat,"Jalan Hang Jebat, Skudai, Johor",https://www.edgeprop.my/listing/sale/3440931/johor/skudai/landed/terracehouse/jalan-hang-jebat-double-storey-low-cost-corner-unit,"518,000",https://www.edgeprop.my/listing/sale/3440931/johor/skudai/landed/terracehouse/jalan-hang-jebat-double-storey-low-cost-corner-unit,Jalan Hang Jebat Double Storey Low Cost Corner Unit,"Jalan Hang Jebat, Skudai, Johor","📍X, Jalan Hang Jebat x Taman Skudai Baru.
【 Double Storey Low Cost Corner 】
- Apporx 2177sqft
- 2bed 2Bath（original 1bathroom）
- Free...",2 B,2 BR,- sqft,RM -,,,,Non Bumi Lot,Terrace House,2.0,518000.0,2.0,2207.0,2.0,Johor,Skudai,0.9,0.8,0.7200000000000001,518000.0,2207.0,2.0,0.7200000000000001,234.70774807430902
Jalan Sungai Long,"Jalan Sungai Long, Hulu Langat, Selangor",https://www.edgeprop.my/listing/sale/3377903/selangor/hulu_langat/landed/terracehouse/sungai-long-2-storey-link-house-urgent-sale-fast-grab,"900,000",https://www.edgeprop.my/listing/sale/3377903/selangor/hulu_langat/landed/terracehouse/sungai-long-2-storey-link-house-urgent-sale-fast-grab,SUNGAI LONG 2 STOREY LINK HOUSE - urgent sale fast grab,"Jalan Sungai Long, Hulu Langat, Selangor","URGENT SALE!!
WHATSAPP 016/3333/538
Bank value RM1.1mil
Sungai Long 2-Storey Link House
-End lot with 5' extra ...",3 B,5 BR,"2,175 sqft",RM 413/sqft,,,,,Terrace House,5.0,900000.0,3.0,2175.0,2.0,Selangor,Hulu Langat,0.95,0.8,0.76,900000.0,2175.0,2.0,0.76,413.7931034482759
Jalil Sutera,"Jalan Sutera, Bukit Jalil, Kuala Lumpur",https://www.edgeprop.my/listing/sale/3379767/kuala_lumpur/bukit_jalil/landed/terracehouse/jalil-sutera-bukit-jalil-3-storey-house,"2,800,000",https://www.edgeprop.my/listing/sale/3379767/kuala_lumpur/bukit_jalil/landed/terracehouse/jalil-sutera-bukit-jalil-3-storey-house,"Jalil Sutera, Bukit Jalil 3 Storey House","Jalil Sutera, Bukit Jalil, Kuala Lumpur","2.5 STOREY END LOT TERRACED HOUSE JALIL SUTERA BUKIT JALIL FOR SALE
- Selling RM2.8Mil
- Freehold
- 5+2 Room 5 Bathroom
- Land Area: 33 x 80
- End Lot with 10ft Extra...",5 B,5 + 2 BR,"2,720 sqft","RM 1,029/sqft",,,,Non Bumi Lot,Terrace House,7.0,2800000.0,5.0,2720.0,2.0,Kuala Lumpur,Bukit Jalil,1.0,0.8,0.8,2800000.0,2720.0,2.0,0.8,1029.4117647058824
Kalumpang,"Jalan Pipit; Jalan Gagak, Kerling, Selangor",https://www.edgeprop.my/listing/sale/3439283/selangor/kerling/landed/terracehouse/single-storey-terrace-kg.-pasir-puteh-kalumpang,"288,000",https://www.edgeprop.my/listing/sale/3439283/selangor/kerling/landed/terracehouse/single-storey-terrace-kg.-pasir-puteh-kalumpang,Single Storey Terrace Kg. Pasir Puteh Kalumpang,"Kalumpang, Kerling, Selangor","𝖱𝗎𝗆𝖺𝗁 𝖡𝖺𝗋𝗎 𝖡𝖾𝗌𝖺𝗋 𝖽𝖺𝗇 𝖡𝖾𝗋𝖻𝖺𝗅𝗈𝗂 !!
New Project Kg. Pasir Puteh Kalumpang Selangor
Price From:
Rm 288,000 Intermediate
Rm 410,000 Corner ...",2 B,3 BR,900 sqft,RM 320/sqft,,,,,Terrace House,3.0,288000.0,2.0,900.0,2.0,Selangor,Kerling,0.95,0.8,0.76,288000.0,900.0,2.0,0.76,320.0
Kampung Paya Jaras,"Jalan Kuala Selangor, Sungai Buloh, Selangor",https://www.edgeprop.my/listing/sale/3431345/selangor/sungai_buloh/landed/residentialland/paya-jaras-sungai-buloh-tepi-jalan-besar-residential-land-for-sale,"198,000",https://www.edgeprop.my/listing/sale/3431345/selangor/sungai_buloh/landed/residentialland/paya-jaras-sungai-buloh-tepi-jalan-besar-residential-land-for-sale,Paya Jaras Sungai Buloh Tepi Jalan Besar Residential Land for Sale,"Kampung Paya Jaras, Sungai Buloh, Selangor","🏡 **TANAH UNTUK DIJUAL – SG BULOH (Paya Jaras)** 🏡
📍 **Lokasi Premium**: Tepi jalan besar Sg Buloh – Paya Jaras
📍 **Landmark**: Berhadapan **Klinik Kesihatan Paya Jaras**
📏 **Keluasan Tanah**: 4,387 kps
💰 **Harga Asal**: RM228,000
🔥 **Harga PROMOSI**: **RM198,000 sahaja!** (Jimat RM30,...",1 B,- BR,,,4 Car Parks,"4,387 sqft",RM 45/sqft,Bumi Lot,Residential Land,,198000.0,1.0,2207.0,4.0,Selangor,Sungai Buloh,0.95,0.8,0.76,220000.0,2207.0,4.0,0.76,99.68282736746715
Kota Kemuning,"Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/3311042/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/new-launch-semi-d-40x80-kota-kemuning,"1,700,000",https://www.edgeprop.my/listing/sale/3311042/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/new-launch-semi-d-40x80-kota-kemuning,New Launch Semi-D 40x80 @ Kota Kemuning,"Kota Kemuning, Shah Alam, Selangor","[ KOTA KEMUNING NEW LAUNCHING ]
Now you can own a Semi-D Build-Up Home 🏡 only with a Superlink Price !!
Enjoy your gardening with plenty of space and also for your children & pets to run around in the garden.
An Opportunity Not To Be Misse...",4 B,4 BR,"3,300 sqft",RM 515/sqft,6 Car Parks,,,Non Bumi Lot,Link Bungalow / Semi-Detached,4.0,1700000.0,4.0,3300.0,6.0,Selangor,Shah Alam,0.95,0.95,0.9025,1700000.0,3300.0,6.0,0.9025,515.1515151515151
Kota Kemuning,"Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/3443049/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/semi-d-concept-landed-house-for-900k,"900,000",https://www.edgeprop.my/listing/sale/3443049/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/semi-d-concept-landed-house-for-900k,Semi-D Concept landed house for 900k,"Kota Kemuning, Shah Alam, Selangor","[KOTA KEMUNING NEW LAUNCHING 2 STOREY LANDED HOUSE]
Now you can own a Semi-D build-up home🏡 only with a Superlink price!!
Enjoy your gardening with plenty of space and also for your children & pets to run around in the garden.
An Opportunity Not To Be Missed!
1) 2-Storey Superlink H...",4 B,4 BR,"2,800 sqft",RM 321/sqft,6 Car Parks,,,,Link Bungalow / Semi-Detached,4.0,900000.0,4.0,2800.0,6.0,Selangor,Shah Alam,0.95,0.95,0.9025,900000.0,2800.0,6.0,0.9025,321.42857142857144
Kota Kemuning,"Shah Alam, Selangor",https://www.edgeprop.my/listing/sale/3443093/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/last-phase-cheapest-semi-d-in-kota-kemuning,"950,000",https://www.edgeprop.my/listing/sale/3443093/selangor/shah_alam/landed/linkbungalow-semidetachedhouse/last-phase-cheapest-semi-d-in-kota-kemuning,Last phase Cheapest Semi-D in Kota Kemuning,"Kota Kemuning, Shah Alam, Selangor","Wow !!! SEMI D RM1.3MIL
Now You can own a *Semi D, 5 + 1 Bedrooms RM1.3Mil* @ Kota Kemuning, New Launching, Early Bird Package, Limited for 1st 30 units, Malaysia Top 5 Developer,
only in this affluent neighbourhood!
Unbelievable with the price, call me now to find out more information, ☎️ 012-6893443
Here we also have various types of 2 Storey Landed House to match your requireme...",4 B,4 BR,"3,000 sqft",RM 316/sqft,6 Car Parks,,,,Link Bungalow / Semi-Detached,4.0,950000.0,4.0,3000.0,6.0,Selangor,Shah Alam,0.95,0.95,0.9025,950000.0,3000.0,6.0,0.9025,316.6666666666667
NEW LAUNCH LAKEVIEW BUNGALOW @ KOTA KEMUNING,"Persiaran Anggerik Mokara, Kota Kemuning, Selangor",https://www.edgeprop.my/listing/sale/2351910/selangor/kota_kemuning/landed/bungalow-detachedhouse-villa/new-launch-lakeview-bungalow---kota-kemuning,"4,000,000",https://www.edgeprop.my/listing/sale/2351910/selangor/kota_kemuning/landed/bungalow-detachedhouse-villa/new-launch-lakeview-bungalow---kota-kemuning,NEW LAUNCH LAKEVIEW BUNGALOW @ KOTA KEMUNING,"Kota Kemuning, Kota Kemuning, Selangor","*Wow !!! SEMI D RM1.3MIL*
Now You can own a *Semi D, 5 + 1 Bedrooms RM1.3Mil* @ Kota Kemuning, New Launching, Early Bird Package, Limited for 1st 30 units, Malaysia Top 5 Developer,
only in this affluent neighbourhood!
Unbelievable with the price, call me now to find out more information, ☎ 012-3787089
Here we also have various types of 2 Storey Landed House to match your requireme...",6 B,6 BR,"5,800 sqft",RM 689/sqft,10 Car Parks,,,,Bungalow / Detached House,6.0,4000000.0,6.0,5800.0,10.0,Selangor,Kota Kemuning,0.95,0.8,0.76,4000000.0,5800.0,9.0,0.76,689.6551724137931
